,movie_id,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
1373,1373,Ron Howard,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,Action Biography Drama Sport,rush
1374,1374,Paul Thomas Anderson,Patton Oswalt,Neil Flynn,Jim Meskimen,Drama,magnolia
1375,1375,Kevin Smith,Bruce Willis,Tracy Morgan,Kevin Pollak,Action Comedy Crime,cop out
1376,1376,Christian Ditter,Alison Brie,Damon Wayans Jr.,Nicholas Braun,Comedy Romance,how to be single
1377,1377,Charles Martin Smith,Morgan Freeman,Michael Roark,Harry Connick Jr.,Drama Family,dolphin tale
1378,1378,Catherine Hardwicke,Kristen Stewart,Taylor Lautner,Anna Kendrick,Drama Fantasy Romance,twilight
1379,1379,Nick Cassavetes,Denzel Washington,Laura Harring,Anne Heche,Crime Drama Thriller,john q
1380,1380,Les Mayfield,Peter Greene,Dave Chappelle,Tamala Jones,Action Comedy Crime Thriller,blue streak
1381,1381,Rawson Marshall Thurber,Laura-Leigh,Molly C. Quinn,Thomas Lennon,Comedy Crime,we're the millers
1382,1382,Fedor Bondarchuk,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov,Action Adventure Sci-Fi,obitaemyy ostrov
1383,1383,Jonathan Mostow,Kathleen Quinlan,M.C. Gainey,J.T. Walsh,Action Crime Drama Mystery Thriller,breakdown
1384,1384,Irvin Kershner,Bernie Casey,Klaus Maria Brandauer,Barbara Carrera,Action Adventure Thriller,never say never again
1385,1385,Steve Pink,Charlie McDermott,Collette Wolfe,Crystal Lowe,Comedy Sci-Fi,hot tub time machine
1386,1386,Charles Martin Smith,Morgan Freeman,Taylor Blackwell,Harry Connick Jr.,Drama Family,dolphin tale 2
1387,1387,John Frankenheimer,Charlize Theron,James Frain,Clarence Williams III,Action Adventure Crime Drama Family Fantasy Romance Thriller,reindeer games
1388,1388,F. Gary Gray,Vin Diesel,Jeff Kober,Larenz Tate,Action Crime Drama Thriller,a man apart
1389,1389,Cameron Crowe,Emma Stone,Bradley Cooper,Bill Murray,Comedy Drama Romance,aloha
1390,1390,Rob Reiner,Alexa PenaVega,Virginia Madsen,Craig T. Nelson,Drama History,ghosts of mississippi
1391,1391,Scott Hicks,Rick Yune,Reeve Carney,Daniel von Bargen,Drama Mystery Romance Thriller,snow falling on cedars
1392,1392,Mikael Håfström,Anthony Hopkins,Colin O'Donoghue,Toby Jones,Drama Horror Mystery Thriller,the rite
1393,1393,Andrew Niccol,Blair Underwood,Xander Berkeley,Mason Gamble,Drama Sci-Fi Thriller,gattaca
1394,1394,Andrew Bergman,Stockard Channing,Nathan Lane,John Larroquette,Biography Comedy Romance,isn't she great
1395,1395,Kirk De Micco,Cheryl Hines,Kenan Thompson,Omid Abtahi,Adventure Animation Comedy Family Sci-Fi,space chimps
1396,1396,Chris Rock,Bernie Mac,Dylan Baker,Tracy Morgan,Comedy,head of state
1397,1397,Todd Phillips,Bradley Cooper,Rob Riggle,Mike Epps,Comedy,the hangover
1398,1398,Wilson Yip,Mike Tyson,Lynn Hung,Kwok-Kwan Chan,Action Biography Drama History,ip man 3
1399,1399,Jay Roach,Muse Watson,Verne Troyer,Robert Wagner,Action Adventure Comedy Crime,austin powers: the spy who shagged me
1400,1400,Tim Burton,Michael Gough,Jack Palance,William Hootkins,Action Adventure,batman
1401,1401,Roland Joffé,Jordi Mollà,Dougray Scott,Lily Cole,Biography Drama War,there be dragons
1402,1402,Richard Donner,Rene Russo,Nick Chinlund,Stuart Wilson,Action Crime Thriller,lethal weapon 3
1403,1403,John Lee Hancock,Catherine Dyer,Quinton Aaron,Kim Dickens,Biography Drama Sport,the blind side
1404,1404,unknown,Jon Foo,Aimee Garcia,Wendie Malick,Action Comedy Crime,rush hour            
1405,1405,Robert Rodriguez,Alexa PenaVega,Cheech Marin,Daryl Sabara,Action Adventure Comedy Family Sci-Fi,spy kids
1406,1406,Seth Gordon,Kevin Spacey,Lindsay Sloane,Reginald Ballard,Comedy Crime,horrible bosses
1407,1407,Ethan Coen,Matt Damon,Jeff Bridges,Bruce Green,Adventure Drama Western,true grit
1408,1408,David Frankel,Meryl Streep,Anne Hathaway,Rebecca Mader,Comedy Drama Romance,the devil wears prada
1409,1409,Robert Wise,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Adventure Mystery Sci-Fi,star trek: the motion picture
1410,1410,Seth Gordon,Jon Favreau,Eric Stonestreet,T.I.,Comedy Crime,identity thief
1411,1411,Martin Scorsese,Robert De Niro,Robert Mitchum,Joe Don Baker,Crime Thriller,cape fear
1412,1412,Robert Luketic,Kevin Spacey,Jim Sturgess,Josh Gad,Crime Drama Thriller,21
1413,1413,Judd Apatow,Amy Schumer,Randall Park,Josh Segarra,Comedy Romance,trainwreck
1414,1414,Kevin Rodney Sullivan,Bernie Mac,Nicole Sullivan,Sherri Shepherd,Comedy Romance,guess who
1415,1415,Anthony Minghella,Colin Firth,Kristin Scott Thomas,Jürgen Prochnow,Drama Romance War,the english patient
1416,1416,Curtis Hanson,Kevin Spacey,Matt McCoy,Paul Guilfoyle,Crime Drama Mystery Thriller,l.a. confidential
1417,1417,Mike Mitchell,Michael Angarano,Kelly Preston,Nicholas Braun,Adventure Comedy Family Sci-Fi,sky high
1418,1418,Frank Oz,Tom Selleck,Wilford Brimley,Lauren Ambrose,Comedy,in & out
1419,1419,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,Action Horror Sci-Fi Thriller,species
1420,1420,Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss,Horror,a nightmare on elm street
1421,1421,Tarsem Singh,Dylan Baker,Jake Weber,James Gammon,Horror Sci-Fi Thriller,the cell
1422,1422,Randall Wallace,Leonardo DiCaprio,Anne Parillaud,Judith Godrèche,Action Adventure,the man in the iron mask
1423,1423,Randall Wallace,Scott Glenn,Kevin Connolly,Dylan Walsh,Biography Drama Family History Sport,secretariat
1424,1424,Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako,Action Adventure Animation Comedy Family Fantasy Sci-Fi,tmnt
1425,1425,Michael Tollin,Alfre Woodard,Riley Smith,Debra Winger,Biography Drama Sport,radio
1426,1426,Will Gluck,Mila Kunis,Justin Timberlake,Masi Oka,Comedy Romance,friends with benefits
1427,1427,Nicholas Stoller,Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons,Comedy,neighbors 2: sorority rising
1428,1428,John Lee Hancock,Tom Hanks,Ruth Wilson,B.J. Novak,Biography Comedy Drama History Music,saving mr. banks
1429,1429,Spike Lee,Denzel Washington,Delroy Lindo,Al Freeman Jr.,Biography Drama History Romance,malcolm x
1430,1430,Judd Apatow,Charlyne Yi,Maude Apatow,Mackenzie Aladjem,Comedy,this is 40
1431,1431,Walt Becker,Robin Williams,Bernie Mac,Ann-Margret,Comedy Family,old dogs
1432,1432,Patrick Tatopoulos,Craig Parker,Kevin Grevioux,Steven Mackintosh,Action Adventure Fantasy Sci-Fi Thriller,underworld: rise of the lycans
1433,1433,Ken Kwapis,Robin Williams,Christine Taylor,Mindy Kaling,Comedy Romance,license to wed
1434,1434,Dennis Dugan,Jon Lovitz,Jon Heder,Tim Meadows,Comedy Romance Sport,the benchwarmers
1435,1435,Gary David Goldberg,Stockard Channing,Victor Webster,Elizabeth Perkins,Comedy Romance,must love dogs
1436,1436,Mike Newell,Johnny Depp,Al Pacino,Anne Heche,Biography Crime Drama,donnie brasco
1437,1437,Paul W.S. Anderson,Milla Jovovich,Jaymes Butler,Colin Salmon,Action Horror Sci-Fi,resident evil
1438,1438,Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,Fantasy Horror,poltergeist
1439,1439,Ethan Coen,J.K. Simmons,Tom Hanks,Stephen Root,Comedy Crime Thriller,the ladykillers
1440,1440,John Moore,Mila Kunis,Beau Bridges,Jamie Hector,Action Crime Drama Mystery Thriller,max payne
1441,1441,Andrew Niccol,Matt Bomer,Olivia Wilde,Justin Timberlake,Action Sci-Fi Thriller,in time
1442,1442,Alan Poul,Danneel Ackles,Noureen DeWulf,Tom Bosley,Comedy Romance,the back-up plan
1443,1443,Luke Greenfield,Ashley Williams,Steve Howey,Kirsten Day,Comedy Drama Romance,something borrowed
1444,1444,unknown,Jodi Lyn O'Keefe,Kimberly Elise,Logan Browning,Drama Romance,hit the floor            
1445,1445,Gil Junger,Tom Wilkinson,Marsha Thomason,Vincent Regan,Adventure Comedy Fantasy,black knight
1446,1446,Michael Ritchie,Tatum O'Neal,Vic Morrow,Joyce Van Patten,Comedy Drama Family Sport,the bad news bears
1447,1447,Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue,Action Adventure Comedy Thriller,street fighter
1448,1448,Roman Polanski,Emilia Fox,Frank Finlay,Ed Stoppard,Biography Drama War,the pianist
1449,1449,Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson,Horror Mystery Thriller,from hell
1450,1450,Catherine Hardwicke,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub,Drama Family Fantasy,the nativity story
1451,1451,Jaume Collet-Serra,Robert Ri'chard,Paris Hilton,Brian Van Holt,Horror,house of wax
1452,1452,Mike Nichols,Natalie Portman,Julia Roberts,Colin Stinton,Drama Romance,closer
1453,1453,Clint Eastwood,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever,Biography Crime Drama,j. edgar
1454,1454,Alexandre Aja,Jason Flemyng,Cameron Boyce,Julian Glover,Horror Mystery,mirrors
1455,1455,Michael Rymer,Aaliyah,Lena Olin,Bruce Spence,Drama Fantasy Horror,queen of the damned
1456,1456,Stephen Hopkins,Adam Baldwin,Robert Davi,Kevin Peter Hall,Action Horror Sci-Fi,predator 2
1457,1457,Gregory Hoblit,Billy Burke,Jesse Tyler Ferguson,Joseph Cross,Crime Drama Thriller,untraceable
1458,1458,Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith,Comedy Drama Romance Sci-Fi,blast from the past
1459,1459,Mike Hodges,Brian Blessed,William Hootkins,Sam J. Jones,Action Adventure Sci-Fi,flash gordon
1460,1460,Kevin Smith,Stephen Root,Mike Starr,George Carlin,Comedy Drama Romance,jersey girl
1461,1461,Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo,Action Crime Mystery Thriller,alex cross
1462,1462,Clint Eastwood,Kevin Spacey,Bob Gunton,Leon Rippy,Crime Drama Mystery Thriller,midnight in the garden of good and evil
1463,1463,Scott Mann,Robert De Niro,Joshua Mikel,D.B. Sweeney,Action Crime Thriller,heist
1464,1464,Susanna White,Daniel Mays,Bill Bailey,Eros Vlahos,Comedy Family Fantasy,nanny mcphee returns
1465,1465,Danny DeVito,Frank Whaley,J.T. Walsh,Paul Guilfoyle,Biography Crime Drama,hoffa
1466,1466,Chris Carter,Mitch Pileggi,Callum Rennie,Nicki Aycox,Drama Mystery Sci-Fi Thriller,the x files: i want to believe
1467,1467,Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley,Comedy Family Fantasy Romance,ella enchanted
1468,1468,Peter Landesman,Will Smith,Eddie Marsan,Albert Brooks,Biography Drama Sport,concussion
1469,1469,John Singleton,Ken Arnold,Benjamin J. Cain Jr.,Richard Cetrone,Action Mystery Thriller,abduction
1470,1470,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,Adventure Animation Comedy Family War,valiant
1471,1471,Curtis Hanson,Robert Downey Jr.,Rip Torn,Richard Thomas,Comedy Drama,wonder boys
1472,1472,Craig Mazin,Drake Bell,Tracy Morgan,Marion Ross,Action Comedy Sci-Fi Thriller,superhero movie
1473,1473,Allen Hughes,Alona Tal,James Ransone,Michael Beach,Crime Drama Thriller,broken city
1474,1474,Wes Craven,Shannon Elizabeth,Portia de Rossi,Derek Mears,Comedy Horror,cursed
1475,1475,David Koepp,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,Action Crime Thriller,premium rush
1476,1476,Anne Fletcher,Jim Gaffigan,Richard T. Jones,Michael Mosley,Action Comedy Crime,hot pursuit
1477,1477,Shekhar Kapur,Djimon Hounsou,Lucy Gordon,Alex Jennings,Adventure Drama Romance War,the four feathers
1478,1478,Taylor Hackford,Jason Statham,Clifton Collins Jr.,Wendell Pierce,Action Crime Romance Thriller,parker
1479,1479,Richard Loncraine,Kirsten Dunst,Jon Favreau,Austin Nichols,Comedy Romance Sport,wimbledon
1480,1480,Roger Kumble,Brendan Fraser,Brooke Shields,Matt Prokop,Comedy Family,furry vengeance
1481,1481,Kimble Rendall,Alex Russell,Cariba Heine,Richard Brancatisano,Action Horror Sci-Fi,bait
1482,1482,Peter Yates,Liam Neeson,Alun Armstrong,Lysette Anthony,Action Adventure Fantasy,krull
1483,1483,Robert Redford,Meryl Streep,Tom Cruise,Andrew Garfield,Drama Thriller War,lions for lambs
1484,1484,John Milius,Rosanna Arquette,Dann Florek,Christopher Rich,Action Drama Thriller War,flight of the intruder
1485,1485,Jake Kasdan,Tim Meadows,Nat Faxon,Matt Price,Comedy Music,walk hard: the dewey cox story
1486,1486,Lasse Hallström,Kevin Spacey,Scott Glenn,Jason Behr,Drama,the shipping news
1487,1487,Les Mayfield,Gregory Smith,Ronny Cox,Harris Yulin,Action Western,american outlaws
1488,1488,Jean-Marc Vallée,Michiel Huisman,Jim Broadbent,Thomas Kretschmann,Biography Drama History Romance,the young victoria
1489,1489,Dominic Sena,Tom Skerritt,Bashar Rahal,Shawn Doyle,Action Crime Mystery Thriller,whiteout
1490,1490,Terrence Malick,Brad Pitt,Tye Sheridan,Fiona Shaw,Drama Fantasy,the tree of life
1491,1491,Hark Tsui,Paul Sorvino,Lela Rochon,Ray Nicholas,Action Comedy Thriller,knock off
1492,1492,David Ayer,Mireille Enos,Martin Donovan,Maurice Compte,Action Crime Drama Thriller,sabotage
1493,1493,Brian Helgeland,Heath Ledger,Mark Addy,Benno Fürmann,Action Mystery Thriller,the order
1494,1494,Lexi Alexander,Julie Benz,Wayne Knight,Colin Salmon,Action Crime Drama Thriller,punisher: war zone
1495,1495,Peter Hewitt,Kevin Zegers,Rip Torn,Thomas F. Wilson,Action Adventure Family Sci-Fi,zoom
1496,1496,Robert Zemeckis,Joseph Gordon-Levitt,Soleyman Pierini,Jade Kindar-Martin,Adventure Biography Drama Thriller,the walk
1497,1497,Ronny Yu,Marley Shelton,Lee Arenberg,Angus Macfadyen,Action Adventure Fantasy,warriors of virtue
1498,1498,Ridley Scott,Archie Panjabi,Albert Finney,Richard Coyle,Comedy Drama Romance,a good year
1499,1499,unknown,Ruth Wilson,Indira Varma,Warren Brown,Crime Drama Mystery Thriller,luther            
1500,1500,Richard Donner,Adam Baldwin,Thomas Ian Nicholas,John Heard,Drama,radio flyer
1501,1501,Taylor Hackford,Delroy Lindo,Jesse Borrego,Raymond Cruz,Crime Drama,"blood in, blood out"
1502,1502,Bille August,Jim Broadbent,Tom Wilkinson,Julia Ormond,Action Drama Sci-Fi Thriller,smilla's sense of snow
1503,1503,Brian De Palma,Peter Coyote,Gregg Henry,Rie Rasmussen,Crime Drama Mystery Thriller,femme fatale
1504,1504,Moustapha Akkad,Oliver Reed,Rod Steiger,John Gielgud,Biography Drama History War,lion of the desert
1505,1505,Jean-Paul Rappeneau,Olivier Martinez,François Cluzet,Isabelle Carré,Adventure Drama Romance War,the horseman on the roof
1506,1506,Ang Lee,Jeremy W. Auman,Jeffrey Dover,Tobey Maguire,Drama Romance War Western,ride with the devil
1507,1507,Alejandro G. Iñárritu,Maricel Álvarez,Hanaa Bouchaib,Eduard Fernández,Drama,biutiful
1508,1508,Roland Joffé,Tamsin Egerton,Alice Englert,Bipasha Basu,Action Adventure Romance Sci-Fi,the lovers
1509,1509,Joachim Rønning,Salma Hayek,Sam Shepard,Dwight Yoakam,Action Comedy Crime Western,bandidas
1510,1510,Tony Kaye,Bill Cobbs,Aisha Tyler,Beverly D'Angelo,Crime Drama,black water transit
1511,1511,Wes Ball,Ki Hong Lee,Aml Ameen,Jacob Latimore,Action Mystery Sci-Fi Thriller,the maze runner
1512,1512,Ken Scott,Tom Wilkinson,June Diane Raphael,Melissa McMeekin,Comedy,unfinished business
1513,1513,Martin Scorsese,Richard E. Grant,Geraldine Chaplin,Stuart Wilson,Drama Romance,the age of innocence
1514,1514,Darren Aronofsky,Hugh Jackman,Ellen Burstyn,Mark Margolis,Drama Sci-Fi,the fountain
1515,1515,Hugh Johnson,David Paymer,Kevin J. O'Connor,Hudson Leick,Action Adventure Comedy Drama Thriller,chill factor
1516,1516,Simon West,Nicolas Cage,Mark Valley,Sami Gayle,Action Crime Drama Thriller,stolen
1517,1517,Hayao Miyazaki,Rumi Hiiragi,Yûki Amami,Yuria Nara,Adventure Animation Family Fantasy,ponyo
1518,1518,George Tillman Jr.,Tiago Riani,Melissa Benoist,Hayley Lovitt,Drama Romance,the longest ride
1519,1519,Rand Ravich,Johnny Depp,Charlize Theron,Clea DuVall,Drama Sci-Fi Thriller,the astronaut's wife
1520,1520,Hugh Hudson,Liam Aiken,Eva Marie Saint,Vincent Perez,Adventure Drama Romance,i dreamed of africa
1521,1521,Gabriele Muccino,Gerard Butler,Dennis Quaid,Judy Greer,Comedy Romance Sport,playing for keeps
1522,1522,Justin Chadwick,Terry Pheto,Fana Mokoena,Tony Kgoroge,Biography Drama History,mandela: long walk to freedom
1523,1523,Warren Beatty,Paul Sorvino,Warren Beatty,M. Emmet Walsh,Biography Drama History Romance,reds
1524,1524,Rob Reiner,Tom Cruise,Demi Moore,Kevin Pollak,Drama Thriller,a few good men
1525,1525,Andrzej Bartkowiak,Michael Jai White,Bill Duke,Bruce McGill,Action Comedy Crime Drama Thriller,exit wounds
1526,1526,Raja Gosnell,Nia Long,Cedric the Entertainer,Tichina Arnold,Action Comedy Crime,big momma's house
1527,1527,Jeremy Degruson,Kyle Hebert,Brianne Brozey,Joe Ochman,Adventure Animation Comedy Family Fantasy,thunder and the house of magic
1528,1528,Chris Gorak,Max Minghella,Veronika Vernadskaya,Dato Bakhtadze,Action Adventure Horror Sci-Fi Thriller,the darkest hour
1529,1529,Scott Speer,Ryan Guzman,Stephen Boss,Misha Gabriel Hamilton,Drama Music Romance,step up revolution
1530,1530,David R. Ellis,Lin Shaye,Kenan Thompson,Rachel Blanchard,Action Adventure Crime Drama Thriller,snakes on a plane
1531,1531,Joe Charbanic,Keanu Reeves,Joseph Sikora,Chris Ellis,Crime Horror Mystery Thriller,the watcher
1532,1532,Jonathan Hensleigh,Laura Harring,Marco St. John,Eddie Jemison,Action Crime Drama Thriller,the punisher
1533,1533,Danny Cannon,Sean Pertwee,Kuno Becker,Stephen Dillane,Drama Romance Sport,goal! the dream begins
1534,1534,Boaz Yakin,Jason Statham,Reggie Lee,Robert John Burke,Action Crime Thriller,safe
1535,1535,Mike Newell,Angelina Jolie Pitt,Kurt Fuller,Jake Weber,Comedy Drama Romance,pushing tin
1536,1536,Richard Marquand,Harrison Ford,Ian McDiarmid,Kenny Baker,Action Adventure Fantasy Sci-Fi,star wars: episode vi - return of the jedi
1537,1537,Neil Marshall,Ryan Kruger,Jason Cope,Jeremy Crutchley,Action Sci-Fi Thriller,doomsday
1538,1538,Stephen Daldry,Kate Winslet,David Kross,Susanne Lothar,Drama Romance,the reader
1539,1539,David Wain,Justin Theroux,Lauren Ambrose,Joe Lo Truglio,Comedy,wanderlust
1540,1540,Jon Favreau,Peter Dinklage,Zooey Deschanel,Will Ferrell,Comedy Family Fantasy Romance,elf
1541,1541,Jon Turteltaub,Robert Duvall,Kyra Sedgwick,David Gallagher,Drama Fantasy Romance Sci-Fi,phenomenon
1542,1542,Brian Levant,James Coburn,Nichelle Nichols,M. Emmet Walsh,Adventure Comedy Family Sport,snow dogs
1543,1543,Richard Donner,Bill Murray,Alfre Woodard,Robert Mitchum,Comedy Drama Fantasy,scrooged
1544,1544,Jared Hess,Ana de la Reguera,Moises Arias,Héctor Jiménez,Comedy Family Sport,nacho libre
1545,1545,Paul Feig,Matt Lucas,Wendi McLendon-Covey,Steve Bannos,Comedy Romance,bridesmaids
1546,1546,Evan Goldberg,Channing Tatum,James Franco,Emma Watson,Comedy Fantasy,this is the end
1547,1547,Rupert Wainwright,Nia Long,Enrico Colantoni,Portia de Rossi,Horror,stigmata
1548,1548,George Tillman Jr.,Robert De Niro,Charlize Theron,Michael Rapaport,Biography Drama,men of honor
1549,1549,John Luessenhop,Paul Walker,Hayden Christensen,Jay Hernandez,Action Crime Thriller,takers
1550,1550,Justin Zackham,Robin Williams,Robert De Niro,Topher Grace,Comedy,the big wedding
1551,1551,John Whitesell,Brandon T. Jackson,Tony Curran,Portia Doubleday,Action Comedy Crime,"big mommas: like father, like son"
1552,1552,Duncan Jones,Jake Gyllenhaal,Cas Anvar,Russell Peters,Mystery Sci-Fi Thriller,source code
1553,1553,Frank Marshall,Illeana Douglas,Danny Nucci,Michael DeLorenzo,Adventure Biography Drama Thriller,alive
1554,1554,Joel Schumacher,Logan Lerman,Virginia Madsen,Ed Lauter,Mystery Thriller,the number 23
1555,1555,Jean-Pierre Jeunet,Callum Rennie,Julian Richings,Judy Davis,Action Adventure Drama Family,the young and prodigious t.s. spivet
1556,1556,Steven Spielberg,Christopher Lee,John Belushi,Treat Williams,Action Comedy War,1941
1557,1557,John Gatins,Ken Howard,Freddy Rodríguez,Holmes Osborne,Drama Family Sport,dreamer: inspired by a true story
1558,1558,David Cronenberg,Viggo Mortensen,Kyle Schmid,William Hurt,Crime Drama Thriller,a history of violence
1559,1559,Louis Leterrier,Jason Statham,Jason Flemyng,Matthew Modine,Action Crime Thriller,transporter 2
1560,1560,Sam Raimi,Leonardo DiCaprio,Pat Hingle,Roberts Blossom,Action Thriller Western,the quick and the dead
